Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
12642743,Thatcher and Sons: A Revolution in Three Acts,Simon Jenkins,"Jenkins, Simon",,,,2,3.73,,Kindle Edition,373,2006,2006,27/06/2022,30/05/2022,non-fiction,non-fiction (#145),read,"This was an absolute slog. I just wanted to read about the recent political history of Britain, and couldn't find anything on Thatcher that wasn't overly long or biased. The biographical parts of this book were sometimes interesting, but it went on for too long about minute policy details that just meant nothing to me. The idea of the two-part political revolution carried through from Thatcher to Brown also wasn't very clearly explained in my view, perhaps because you 'had to be there' to understand the events and references. First revolution: privisatisation; second revolution: increased centralisation and regulation...? The main idea is that Thatcher's policies are seen as extreme but actually they were continued to a more vigorous degree by her successors, even in the Labour party. ",,,1,0,,,,,,,
56268918,"Dominion: The History of England from the Battle of Waterloo to Victoria's Diamond Jubilee (The History of England, #5)",Peter Ackroyd,"Ackroyd, Peter",,125081216X,9.78E+12,4,3.85,St. Martin's Griffin,Paperback,400,2021,2018,26/06/2022,06/06/2022,"non-fiction, history","non-fiction (#144), history (#28)",read,"3.5 stars. Such an interesting century, such a brief book - Ackroyd obviously has to be selective, but it would have been nicer to have slightly less political content. Neverthless, I learnt a lot from this, especially about Chartism and the various reform acts. By now I'm used to having to read these books with Wikipedia open (and especially a list of prime ministers), as seemingly important details are often glossed over or missed out. ",,,1,0,,,,,,,
23534398,I Let You Go,Clare Mackintosh,"Mackintosh, Clare",,751554170,,3,4.05,Sphere,Kindle Edition,385,2014,2014,20/06/2022,12/06/2022,fiction,fiction (#211),read,"2.5. I chose this because I wanted something modern and pacey, and saw it on several lists of 'unputdownable' books. Unfortunately the synopsis didn't make clear that it was a hackneyed detective story - a mysterious crime, a woman with a secret past, a world-weary detective and an almost-affair with his partner, a twist, a happy ending - otherwise I'd have given it a miss.",,,1,0,,,,,,,
28245487,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,571315062,9.78E+12,2,3.57,Faber & Faber,Paperback,362,2016,2015,02/06/2022,25/05/2022,fiction,fiction (#210),read,"Quite disappointed with this. The Buried Giant is a story of a couple (Beatrice and Axl) in Anglo-Saxon England on a journey to find their long-lost son. It's very much of the fantasy genre, with ogres, pixies, and a she-dragon who casts a memory-erasing 'mist' over the land. Beatrice and Axl get roped into a side-quest involving Wistan the Saxon warrior and Sir Gawain the gnarled Arthurian knight. What unfolds is an attempt to kill the she-dragon and thus end the 'mist'. (The book's synopsis does a very poor job of describing the story IMO)<br/><br/>The setting, characters, and events were rather 'Game of Thrones', but the writing style was stuffy and slow. I didn't really buy in to the relationship between Beatrice and Axl (and for god's sake man, stop calling her 'princess' in every utterance!). The whole book supposedly hinges on this relationship and their love for each other, so I just didn't get it. I also disliked the lack of demonstrative pronouns (who/that), e.g. ""it's something always puzzled me too..."" Just why?!",,,1,0,,,,,,,
58953323,The Life of an MP: Everything You Really Need to Know About Politics,Jess Phillips,"Phillips, Jess",,1398500917,9.78E+12,3,4.21,Gallery UK,Kindle Edition,285,2021,2021,27/05/2022,21/05/2022,non-fiction,non-fiction (#143),read,"I like Jess Phillips. She's unusual for a politican because she's straight-talking and down to earth, and not from a privileged background. This book is about Phillips' life as an MP since 2015 but also delves frequently into her own life and background. I think the title ""Everything you need to know..."" is a bit misleading, even though the book does cover a range of topics across its 12 chapters. Phillips is shadow minister for domestic violence and safeguarding, and accordingly most of her examples and anecdotes revolve around issues emanating from this post. The writing style tries to be informal and irreverent, but the tone just grated on me. I think there's also (a possibly unintentional) 'holier-than-thou' theme throughout the book as Phillips contrasts herself with various (Conservative party) politicians and their shenanigans. For me, the highlight was the chapter on constituency work and the various kind of activities this entails.",,,1,0,,,,,,,
17018,Notes on a Scandal,Zoë Heller,"Heller, Zoë",,141012250,9.78E+12,4,3.73,Penguin,Paperback,244,2004,2003,23/05/2022,20/05/2022,fiction,fiction (#209),read,"This is a story about a schoolteacher's illicit affair with a student. It centers around the unlikely friendship between Barbara and Sheba, and is told retrospectively from Barbara's perspective (the style reminded me of Ishiguro's writing). Barbara's true role in the proceedings is gradually revealed throughout the book. She is less an unreliable narrator than simply a nasty piece of work!",,,1,0,,,,,,,
42192386,The Class Ceiling: Why it Pays to be Privileged,Sam Friedman,"Friedman, Sam",Daniel Laurison,1447336097,9.78E+12,4,4.26,Policy Press,Kindle Edition,386,2019,2019,19/05/2022,07/05/2022,non-fiction,non-fiction (#142),read,"The Class Ceiling provides an up-to-date picture of social inequality in some of Britain's elite professions using data from the Labour Force Survey and interviews with people from four case study professions (architecture, accountancy, media, and acting). Its key take home message is that meritocracy is a myth, and access to and progress in elite professions is still largely determined by a peron's social background. <br/><br/>People from upper middle class backgrounds are 3.6 times more likely to be in one of the elite professions of law, journalism, medicine, and architecture. They are also likely to earn more than their working class colleagues who attended the same universities and attained first degrees. Most of the book deals with the drivers of social inequality in the workplace, revealed through extensive interviews. Some of the key hidden mechanisms include behavioural codes (having the 'right' accent, dress, and a sense of 'polish'), informal sponsorship, and ‘social closure' or gatekeeping. The key to understanding many of these mechanisms is the concept of ‘homophily', or individuals being tied through cultural affinity (i.e. those more likely to get sponsored/promoted tend to share cultural ties with those already in positions of power). No wonder that people from working class backgrounds often resort to acts of ‘self-elimination', suffering feelings of insecurity and estrangement from their upbringing that result in the avoidance of opportunities to progress. <br/><br/>This was a good read (albeit depressing) and I found it was pitched at the right level. Note that all of the above is nicely illustrated in another report by Sam Friedman in 2021 concerning social inequality in the UK civil service ('Navigating the labyrinth'). <br/>",,,1,0,,,,,,,
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,1982168439,9.78E+12,4,4.26,Scribner,Hardcover,626,2021,2021,13/05/2022,30/04/2022,fiction,fiction (#208),read,"A book is ""a repository, a resting place for the memories of people who have lived before""... ""a story is a way of stretching time"". These quotes sum up the essence of Cloud Cuckoo Land. In what feels like classic Anthony Doerr style, different characters in the past, present, and future are bound together in this book through an ancient Greek manuscript. Because it included many more characters and settings than his previous books, this one felt a little more fragmented but was still a great read.",,,1,0,,,,,,,
30375037,Napoleon the Great,Andrew Roberts,"Roberts, Andrew",,,,5,4.22,Penguin,Kindle Edition,884,2016,2014,02/05/2022,21/03/2022,"non-fiction, history","non-fiction (#141), history (#27)",read,"At over 800 pages, this is a very comprehensive introduction to the Revolutionary and Napoleonic Wars as well as to Napoleon himself. The USP of this book is that it's based on voluminous source material made avaiable by the Fondation Napoleon only ten years prior to its publication. The writing is clear and balanced and Roberts attempts to cover every aspect including the historical and political context, Napoleon's personality, and of course the battles (I only felt the need to skip pages when Roberts plodded through the military minutiae of battles, but I guess he had to please everyone). The history of this period is rather difficult and byzantine, with so many things going on (e.g. the various coalitions). But I feel I'm in a much better position to tackle now this having read the book.",,,1,0,,,,,,,
50694688,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,"Smith, Alexander McCall",,748110615,,3,3.81,Abacus,Kindle Edition,258,2008,1998,30/04/2022,22/04/2022,fiction,fiction (#207),read,"2.5 stars. It was a very simple and quick read and Botswana is certainly an interesting setting. But I found it a little too simple, perhaps too shallow.",,,1,0,,,,,,,
22294464,The Moon Is Down,John Steinbeck,"Steinbeck, John",,,9.78E+12,4,3.93,Penguin Books,Paperback,130,2014,1942,21/04/2022,18/04/2022,fiction,fiction (#206),read,"It's always a pleasure to read Steinbeck, no matter the subject. This is an interesting novella about an anonymous town (probably in Norway?) that is invaded by an anonymous enemy (obviously the Nazis). It deals with the perspectives of each side and ultimately the futility of war. ",,,1,0,,,,,,,
546644,The Fifth Child,Doris Lessing,"Lessing, Doris",,679721827,9.78E+12,2,3.62,Vintage International,Paperback,133,2010,1988,16/04/2022,11/04/2022,fiction,fiction (#205),read,"An idiotic couple are perturbed when their fifth child is born with some kind of developmental disorder. I suppose the underlying theme is that of maternal love even in the face of turmoil. This didn't have the usual level of depth of Lessing's other works since it was so short, and I just thought it was silly (eg the talk of the child being another species). And not a SINGLE paragraph break or chapter to be found in the whole book, argh!",,,1,0,,,,,,,
